major_name,major_code,discipline_category,major_category,length,degree,popular_value,fresh_salary,top_city,top_position,top_industry,subject_suggestion,summary,learn_what,career_direction,source_url
审计学,120207,管理学,工商管理类,四年,管理学学士,882877,5700,华东地区,财务/审计/税务,咨询服务,物理,本专业培养具备经济学、管理学、会计学和审计学的基础知识，掌握现代审计理论、方法和手段，掌握外语和计算机工具，具有较强的创新意识和继续发展潜力，能在国内外经济管理领域从事财务审计、绩效审计、固定资产投资审计、信息系统审计工作的复合型应用人才。学生要求必须掌握理论知识和业务技能，了解本学科的理论前沿和发展动态，具有一定的科学研究能力；掌握文献检索、经济管理信息搜集、资料查询等专业性信息处理方法；熟悉常用的经营管理、会计审计等专业软件，能熟练运用计算机处理会计审计业务；具备英语的听、说、读、写、译能力，英语水平达到国家大学英语等级考试四级要求，或学校学位英语要求；具有良好的审计文化底蕴和诚信品格，有较强的沟通协调能力及团队意识。,《国际审计》、《经济效益审计》、《金融审计》、《审计史》、《政府审计》、《财务收支审计》、《内部审计学》、《海关稽查》、《商业财务与分析》、《环境审计》 部分高校按以下专业方向培养：ACCA、IAEP、注册会计师、信息系统审计。,审计专员/助理，公务员(中央国家机关)，公务员(省级机关)，公务员(地市级机关)，公务员(区县级及以下机关)，公司业务，银行会计/柜员，事业单位人员，出纳员，财务助理，会计/会计师,https://p.qianwen.com/major/tab?app=index&collegesTab=allColleges&webCompassApp=true&q=%E5%AE%A1%E8%AE%A1%E5%AD%A6%E4%B8%93%E4%B8%9A&entry=gaokao_channel&device=pc
文化产业管理,120210,管理学,工商管理类,四年,管理学学士、艺术学学士,607713,5500,北京市,销售业务,媒体,历史 / 思政+历史,本专业方向面向文化产业领域、影视制作公司、电视台和相关媒体机构，培养具有良好的影视艺术创作基础、较强的经营管理能力的影视剧及电视栏目制片人，培养从事影视制片、媒体管理、策划、组织、协调、项目运作、受众研究等方面工作的复合型高级专门人才；学生应学习和掌握文化学、经济学、管理学等相关基本知识、理论和专业技能；具有文化产业投融资、文化企业经营管理、创意策划等多方面的基础理论与业务技能，熟知国际文化产业管理的理念与运营模式，具备有效介入我国文化产业并与国际接轨、参与国际文化产业竞争的基本素养；具有扎实的文化功底，掌握文化规律，具有某一方面较突出的文化技能；熟练掌握本专业外语，具有外语交际能力；能熟练使用计算机从事业务工作。,《网络广告学》、《影视剧制片管理》、《财务与会计》、《艺术品经营管理》、《电影制作与发行》、《文化产业政策与法规》、《广播电视经营管理》、《现代传媒策划与运作》、《广电节目产制管理》、《文化产业经济学》 部分高校按以下专业方向培养：文化经纪、文化旅游、影视制片管理。,事业单位人员，公务员(中央国家机关)，公务员(省级机关)，公务员(地市级机关)，公务员(区县级及以下机关)，房地产项目策划专员/助理，文案策划，记者/采编，初中教师，助理/秘书/文员，考研,https://p.qianwen.com/major/tab?app=index&collegesTab=allColleges&webCompassApp=true&q=%E6%96%87%E5%8C%96%E4%BA%A7%E4%B8%9A%E7%AE%A1%E7%90%86%E4%B8%93%E4%B8%9A&entry=gaokao_channel&device=pc
体育经济与管理,120212T,管理学,工商管理类,四年,管理学学士,473462,7100,北京市,销售业务,娱乐,不限,体育经济与管理主要研究经济学、管理学、体育经济与管理等方面的基本知识和技能，进行体育产业的开发和管理，促进体育经济的发展。例如：球拍、跑步机、运动护具等体育用品的营销，健身训练、网球课程等体育服务的推广，田径场、篮球场等运动场馆的管理，世锦赛、奥运会等体育赛事的经营与管理等。 关键词：体育 球拍 网球 奥运会。,《体育产业概论》、《体育企业战略管理》、《体育产业经济学》、《管理学原理》、《微观经济学》、《运营管理》、《体育场馆管理》、《体育赛事的经营与管理》、《俱乐部管理》、《体育风险管理》。,体育类企业：俱乐部管理、体育用品营销、体育服务、体育场馆管理、体育市场开发； 政府、事业类单位：体育赛事管理、体育事业规划。,https://p.qianwen.com/major/tab?app=index&collegesTab=allColleges&webCompassApp=true&q=%E4%BD%93%E8%82%B2%E7%BB%8F%E6%B5%8E%E4%B8%8E%E7%AE%A1%E7%90%86%E4%B8%93%E4%B8%9A&entry=gaokao_channel&device=pc
国际商务,120205,管理学,工商管理类,四年,管理学学士,447199,6400,上海市,销售业务,贸易,历史,本专业培养具有国际视野，掌握当代国际商务理论和国际商务专业技能，熟练应用英语和现代信息技术，通晓国际商务环境和规则，尤其熟悉跨国企业经营管理和战略，可以在国内企业、跨国公司、金融机构、咨询机构和政府部门等从事国际贸易、国际投融资、跨国企业经营管理、国际商务营销、国际商务谈判等实际业务以及策划、咨询和管理工作的国际化、复合型和创新性人才。学生要求掌握扎实的经济学和管理学基础理论和方法；系统掌握国际商务理论和专业技能；熟悉国际商务惯例和相关法律法规；了解国际经济、国际贸易与投资的发展状况与趋势；具有较强的科研能力、市场调研和市场预测能力；具备较高的英语应用能力和跨文化交流能力，具有突出的适应英语工作环境的综合能力。,《国际税收学》、《国际商务项目》、《国际商务管理学》、《财务管理》、《采购管理与全球采购》、《港口管理》、《关税制度》、《国际金融与投资》、《国际贸易规则与惯例》、《国际人力资源》 部分高校按以下专业方向培养：CIMA、通关、国际财务。,银行会计/柜员，公务员(中央国家机关)，公务员(省级机关)，公务员(地市级机关)，公务员(区县级及以下机关)，外贸/贸易专员/助理，销售代表，公司业务，审计专员/助理，个人业务，事业单位人员,https://p.qianwen.com/major/tab?app=index&collegesTab=allColleges&webCompassApp=true&q=%E5%9B%BD%E9%99%85%E5%95%86%E5%8A%A1%E4%B8%93%E4%B8%9A&entry=gaokao_channel&device=pc
资产评估,120208,管理学,工商管理类,四年,管理学学士,333670,6000,上海市,财务/审计/税务,金融投资,物理,本专业旨在培养具备扎实的经济学、管理学基础理论知识，以及资产评估理论知识，具有能够出色完成各类资产价值分析和评估的专业能力，并具有国际化视野的创新型、应用型、复合型专门人才；学生应系统掌握经济学、管理学基础理论与基本知识，全面掌握企业资产、无形资产、金融资产、房地产等各类资产的价值评估理论和方法，熟悉国内外与资产评估业务有关的方针、政策和法律法规，熟练掌握一至两门外语，具有较强的外语阅读能力及相当的外语听、说、写、译能力，能利用外语获取专业信息，能熟练使用计算机从事实际业务工作和研究工作。,《建筑工程评估基础》、《机电设备评估基础》、《ERP模拟演练》、《无形资产评估》、《证券分析》、《金融资产评估》、《投资估价》、《战略管理概论》、《资产评估基础业务实践》 部分高校按以下专业方向培养：注册资产评估师。,公务员(中央国家机关)，公务员(省级机关)，公务员(地市级机关)，公务员(区县级及以下机关)，会计/会计师，个人业务，事业单位人员，公司业务，审计专员/助理，资产/资金管理，银行会计/柜员,https://p.qianwen.com/major/tab?app=index&collegesTab=allColleges&webCompassApp=true&q=%E8%B5%84%E4%BA%A7%E8%AF%84%E4%BC%B0%E4%B8%93%E4%B8%9A&entry=gaokao_channel&device=pc
物业管理,120209,管理学,工商管理类,四年,管理学学士,243316,5600,北京市,物业管理,物业管理,不限,本专业培养具备管理学、经济学、法学以及与物业管理直接相关的自然与人文学科的基本理论；熟悉物业管理的有关理论、方针、政策与法规，能综合运用国内外物业管理的理论和方法，对物业管理系统进行规划、设计、完善，具备解决物业管理具体问题的基本能力；能够在各级房地产管理部门、物业管理公司、政府及企事业单位从事物业管理、项目管理、招投标及合同管理、环境设计等工作的高级复合型管理人才。,《城市管理学》、《物业环境管理》、《写字楼物业管理》、《房地产产权与产籍管理》、《社区物业管理与服务》、《物业管理发展战略》、《物业管理法规制度与政策》、《物业管理经济学》、《物业管理社会学》、《物业绿地规划及管理》 部分高校按以下专业方向培养：不动产管理。,物业管理专员/助理，行政专员/助理，房地产项目招投标，出纳员,https://p.qianwen.com/major/tab?app=index&collegesTab=allColleges&webCompassApp=true&q=%E7%89%A9%E4%B8%9A%E7%AE%A1%E7%90%86%E4%B8%93%E4%B8%9A&entry=gaokao_channel&device=pc
财务会计教育,120213T,管理学,工商管理类,四年,管理学学士,211517,5100,北京市,财务/审计/税务,房地产,不限,专业培养掌握现代理财理论和方法，具备经济、管理和法律等方面的相关知识和能力，能在中等和高等职业教育领域进行专业教学的专业化、技能化、双证书一体化职教师资和应用型高级专门人才。学生要求学习宏微观经济学、会计、税收、审计、筹资、投资等基本理论与专业知识，接受与会计、审计、税收、筹资、投资等相关的专业教学与基本能力训练，拥有必要的财务会计专业基础理论，掌握财务会计实务操作方法，掌握信息收集与处理的技术方法，具备必要的理论分析与业务创新能力，熟练掌握一门外语，熟练掌握计算机应用技术，获得与专业内容相关的职业资格证书。,《计算技术》、《办公室自动化》、《管理会计实务》、《电算会计实务》、《管理学实务》、《教学设计与组织》、《企业财务管理实务》、《企业生产运营管理》、《社会经济统计》、《税收会计》。,会计/会计师，事业单位人员，公务员(中央国家机关)，公务员(省级机关)，公务员(地市级机关)，成本会计，出纳员，财务分析经理/主管，大学教师，银行会计/柜员，公务员(区县级及以下机关),https://p.qianwen.com/major/tab?app=index&collegesTab=allColleges&webCompassApp=true&q=%E8%B4%A2%E5%8A%A1%E4%BC%9A%E8%AE%A1%E6%95%99%E8%82%B2%E4%B8%93%E4%B8%9A&entry=gaokao_channel&device=pc
劳动关系,120211T,管理学,工商管理类,四年,管理学学士,131381,6200,北京市,人力资源,咨询服务,不限,本专业培养学生掌握国内外劳动经济学和劳动关系的理论与方法，熟悉我国劳动关系政策、劳动法及劳动争议处理实务、社会保险理论及政策的变化与发展，具有调查、研究和解决各类型组织现实劳动关系、劳动争议处理及相关劳动问题的实际能力。培养协调劳动关系的实务人才（企业管理等），处理劳动行政事务的行政人才（劳工政策制定、劳动关系管理和仲裁等），研究劳动关系并进行国际交流的理论人才（教学、研究、国际国内非政府组织等）。,《劳动关系管理》、《工会组织与管理》、《国际劳工标准》、《劳动合同制度与管理》、《劳动争议处理》、《集体合同与集体谈判》、《就业理论与实务》、《员工参与管理》、《劳工政策》、《员工关系管理》。,招聘专员/助理，员工关系/企业文化/工会，培训/招生/课程顾问，猎头顾问/助理，人力资源专员/助理,https://p.qianwen.com/major/tab?app=index&collegesTab=allColleges&webCompassApp=true&q=%E5%8A%B3%E5%8A%A8%E5%85%B3%E7%B3%BB%E4%B8%93%E4%B8%9A&entry=gaokao_channel&device=pc
市场营销教育,120214T,管理学,工商管理类,四年,管理学学士,113126,5100,华东地区,销售业务,教育培训,不限,本专业培养具备管理、经济、法律、市场营销、教育学等方面的知识和能力，能在企、事业单位及政府部门从事市场营销与管理、科研和在中、高等职业学校从事教育教学等方面工作的高级人才；学生主要学习市场营销、工商管理及教育学方面的基本理论和基本知识、受到营销方法与技巧方面以及职业教育教学法的基本训练，具有分析、解决营销问题和从事职业教育工作的基本能力。,《微观经济学》、《宏观经济学》、《管理学》、《管理信息系统》、《统计学》、《会计学》、《财务管理》、《市场营销学》、《国际市场营销》、《市场调查与预测》。,大客户销售代表，公司业务，销售代表，助理/秘书/文员,https://p.qianwen.com/major/tab?app=index&collegesTab=allColleges&webCompassApp=true&q=%E5%B8%82%E5%9C%BA%E8%90%A5%E9%94%80%E6%95%99%E8%82%B2%E4%B8%93%E4%B8%9A&entry=gaokao_channel&device=pc
创业管理,120216T,管理学,工商管理类,四年,管理学学士,62493,,,,,不限,创业管理专业致力于培养适应新经济和社会发展需要，具有家国情怀、责任感、创新创业精神，具备洞见与创新能力、商业模式设计与实践能力、创业企业运营管理能力的创业型人才，造就高素质、复合型的新经济企业管理者、创服机构经营者、家族企业接班人和新一代创业者。,《管理学》《创业政策与法规》《产业经济与产业分析》《商业模式设计与创新》《设计思维》《数字营销》《创业领导力与团队管理》《精益创业》《创业融资与风险投资》《项目分析与商业计划书》《科技园区及孵化器运营与管理》《科技创新与创业》 。,暂无介绍。,https://p.qianwen.com/major/tab?app=index&collegesTab=allColleges&webCompassApp=true&q=%E5%88%9B%E4%B8%9A%E7%AE%A1%E7%90%86%E4%B8%93%E4%B8%9A&entry=gaokao_channel&device=pc
零售业管理,120215T,管理学,工商管理类,四年,管理学学士,30185,,,,,不限,通过规范并管理买卖形式将工农业生产者生产的产品直接售给居民作为生活消费用或售给社会集团供公共消费用的商品销售行业。例如：在零售企业(比如连锁店、超市、百货商店、网店等)从事经营管理的应用型专业人才。 关键词：市场秩序、运营管理、市场营销 。,《管理学经济学》《会计学财务管理》《人力资源管理》《零售学》《统计学》《高等数学》《概率论与数理统计》《线性代数》《商业数据分析》等 。,企业单位：企业管理员、市场经理、人力资源管理、销售员、市场营销员等。,https://p.qianwen.com/major/tab?app=index&collegesTab=allColleges&webCompassApp=true&q=%E9%9B%B6%E5%94%AE%E4%B8%9A%E7%AE%A1%E7%90%86%E4%B8%93%E4%B8%9A&entry=gaokao_channel&device=pc
内部审计,120218T,管理学,工商管理类,四年,管理学学士,6622,,,,,,内部审计专业主要研究财政财务收支审计、经济效益审计和经济责任审计等内容，并致力于培养具有深厚数智审计技术功底、懂得中国内部审计理论和实践、深谙国际惯例的“首席审计官”与“首席风险官”。关键词：财政 经济 会计 税法,审计学原理，内部控制学，财务审计，管理审计，风险管理，内部审计准则，企业财务会计，成本管理会计，经济法，税法，审计信息化,企事业单位：内部审计、风险管理、内部控制、财务管理； 政府部门：审计监督、财政监督； 会计师事务所：审计助理、审计师； 深造：考研或保研，继续审计、会计等相关专业的学习深造。,https://p.qianwen.com/major/tab?app=index&collegesTab=allColleges&webCompassApp=true&q=%E5%86%85%E9%83%A8%E5%AE%A1%E8%AE%A1%E4%B8%93%E4%B8%9A&entry=gaokao_channel&device=pc
海关稽查,120217TK,管理学,工商管理类,四年,管理学学士,4399,,,,,,海关稽查，是指海关自进出口货物放行之日起3年内或者在保税货物、减免税进口货物的海关监管期限内及其后的3年内，对被稽查人的会计帐薄、会计凭证、报关单证以及其他有关资料和有关进出口货物进行核查，监督被稽查人进出口活动的真实性和合法性。,《管理学原理》、《微观经济学》、《宏观经济学》、《会计学基础》、《审计学基础》、《财务管理》、《公司战略与风险管理》、《海关稽查导论》、《现场稽查技术》、《海关稽查大数据分析》、《海关稽查法律法规》、《海关AEO制度与认证》、《国际海关稽查制度》等。,暂无简介。,https://p.qianwen.com/major/tab?app=index&collegesTab=allColleges&webCompassApp=true&q=%E6%B5%B7%E5%85%B3%E7%A8%BD%E6%9F%A5%E4%B8%93%E4%B8%9A&entry=gaokao_channel&device=pc
工程造价,120105,管理学,管理科学与工程类,四年,工学学士、管理学学士,1637825,5100,西南地区,建筑/土木工程,房地产,物理 / 物理+化学,本专业培养具备管理、技术、经济、法律等基本理论知识，系统掌握固定资产投资、融资管理、工程经济管理及工程造价管理等方面的理论基础和基本技能，能在各类建筑施工企业、造价咨询单位、监理公司与设计院、建设单位、金融机构以及各级政府投资管理部门、高等院校、科研机构等部门从事投资与工程造价管理、咨询与服务、工程保险、房地产估价等工作的高级应用型专门人才；要求学生掌握管理学、经济学以及土木工程技术的基本理论知识；了解世界先进的工程造价管理经验和主要发达国家和地区的工程造价管理方法，以及世界工程投资与管理的发展状况及趋势；具有工程造价的确定与控制、工程担保与保险的管理能力；能熟练运用计算机技术处理各种工程造价文件及信息；具备从事工程投资与管理实践的基本技能；熟练地掌握一门外语。,《CAD技术基础》、《建筑制图与识图》、《工程财务管理》、《建设工程成本规划与控制》、《安装工程施工技术》、《建设工程项目融资》、《建筑物经济学》、《建筑与装饰工程施工技术》、《建筑与装饰工程估价》、《安装工程估价》 部分高校按以下专业方向培养：注册造价师、土木建筑工程。,工程造价/预结算，事业单位人员，公务员(中央国家机关)，施工员，公务员(地市级机关)，公务员(区县级及以下机关)，房地产项目招投标，公务员(省级机关),https://p.qianwen.com/major/tab?app=index&collegesTab=allColleges&webCompassApp=true&q=%E5%B7%A5%E7%A8%8B%E9%80%A0%E4%BB%B7%E4%B8%93%E4%B8%9A&entry=gaokao_channel&device=pc
工程管理,120103,管理学,管理科学与工程类,四年,工学学士、管理学学士,1101847,5800,北京市,现场专业人员,房地产,物理 / 物理+化学,本专业是工程技术与管理科学相结合的复合型专业，主要培养具备管理学、经济学和工程技术知识，掌握现代项目管理科学的理论、方法与手段，能在国内外项目管理领域从事项目决策和全过程项目管理的复合型高级管理人才。毕业生可在金融、证券及保险企业、制造类企业、物流企业、中介及服务业企业、IT类高科技企业、房地产企业、建筑业企业及投资业主单位从事项目管理工作。,《工程造价管理》、《工程测量学》、《施工组织》、《CAD技术基础》、《工程估价》、《城市与房地产经济学》、《工程经济学》、《项目质量管理》、《项目组织与规划》、《工程合同管理》 部分高校按以下专业方向培养：工程审计、工程造价、房地产开发、不动产评估师、工程项目管理、智能建筑运维、智能楼宇运维、建筑管理工程师、项目管理与造价管理。,公务员(区县级及以下机关)，公务员(地市级机关)，公务员(省级机关)，公务员(中央国家机关)，工程造价/预结算，土木/土建/结构工程师，建筑工程师，建筑施工现场管理，事业单位人员，工程监理/质量管理，施工员,https://p.qianwen.com/major/tab?app=index&collegesTab=allColleges&webCompassApp=true&q=%E5%B7%A5%E7%A8%8B%E7%AE%A1%E7%90%86%E4%B8%93%E4%B8%9A&entry=gaokao_channel&device=pc
信息管理与信息系统,120102,管理学,管理科学与工程类,四年,工学学士、管理学学士,1034651,6400,北京市,销售业务,IT软件,物理 / 物理+化学 / 物理+生物 / 物理+化学+生物 / 物理+生物+思政,本专业旨在培养熟悉互联网、移动互联网、大数据等领域最新动态和发展趋势，掌握相关领域信息系统需求分析、架构设计方法和信息系统实现技术，能够服务于互联网、移动互联网和大数据等领域的既懂信息技术又懂运营管理的复合型人才；学生系统学习数据管理与数据库、决策分析、信息系统分析与设计、IT服务管理、信息系统安全与管理、信息管理学、人工智能与数据挖掘、信息系统项目管理、信息化与信息技术应用等课程。,《管理统计学》、《ERP概论》、《SQL Server数据库应用》、《供应链管理与ERP》、《管理信息系统分析与设计》、《数据结构与算法基础》、《财务管理概论》、《Oracle数据库基础》、《数据库系统原理及应用》、《大型数据库应用》 部分高校按以下专业方向培养：医药、大数据、电子商务、管理信息、商务智能、金融信息系统、农村基层管理、信息系统审计、财务会计信息管理、企业信息系统应用。,公务员(中央国家机关)，公务员(省级机关)，公务员(地市级机关)，公务员(区县级及以下机关)，事业单位人员，公司业务，银行会计/柜员，IT项目经理/主管，考研，人力资源专员/助理，软件工程师,https://p.qianwen.com/major/tab?app=index&collegesTab=allColleges&webCompassApp=true&q=%E4%BF%A1%E6%81%AF%E7%AE%A1%E7%90%86%E4%B8%8E%E4%BF%A1%E6%81%AF%E7%B3%BB%E7%BB%9F%E4%B8%93%E4%B8%9A&entry=gaokao_channel&device=pc
管理科学,120101,管理学,管理科学与工程类,四-五年,理学学士、管理学学士,647307,6400,上海市,销售业务,房地产,物理 / 物理+化学,本专业培养学生掌握经济学、管理学的基本理论和基础知识；具有扎实的现代管理科学理论功底，了解现代管理科学前沿，掌握管理科学方法、模型和工具；具有定性和定量相结合研究和解决管理问题的能力；掌握常用的计算软件和计算工具，能熟练使用电子计算机从事管理工作；具备针对财经领域管理工作中的实际问题进行分析与决策的能力；成为理论基础扎实、应用能力强大的高素质复合型人才。,《财务管理概论》、《电子商务技术基础》、《管理决策方法与模型》、《商业预测》、《ERP软件应用》、《采购管理概论》、《电子商务战略与组织》、《商业统计》、《商业智能及数据挖掘》、《信息、用户与技术》 部分高校按以下专业方向培养：后勤管理、矫正管理、精益管理、项目管理。,公务员(中央国家机关)，公务员(省级机关)，公务员(地市级机关)，公务员(区县级及以下机关)，事业单位人员，公司业务，销售代表，人力资源专员/助理，银行会计/柜员，银行客户服务，考研,https://p.qianwen.com/major/tab?app=index&collegesTab=allColleges&webCompassApp=true&q=%E7%AE%A1%E7%90%86%E7%A7%91%E5%AD%A6%E4%B8%93%E4%B8%9A&entry=gaokao_channel&device=pc
房地产开发与管理,120104,管理学,管理科学与工程类,四年,管理学学士,564083,5600,上海市,房地产规划/开发,房地产,物理 / 物理+化学,本专业旨在培养能够在政府机关等行政事业单位、银行等各类金融机构、房地产开发经营和房地产咨询、估价、物业管理等各类企业中胜任与土地和房地产行政管理、住房保障、房地产金融、房地产投资、房地产资产经营管理、房地产价格评估等相关工作的高素质复合型人才；学生要掌握经济学、管理学、法学，以及建筑规划、工程技术的基础知识，了解国内外房地产行业的发展动态，掌握房地产企业经营管理、开发项目管理、金融学和投资学的基本理论与方法，熟悉房地产开发流程、房地产经营实务、房地产估价理论和方法、房地产金融理论和实务、房地产投资与风险管理、房地产法律和政策，具有进行房地产开发、经营管理、估价、房地产投融资决策分析及运作的能力。,《城市经济学》、《测量与地图》、《管理学》、《房地产市场》、《房地产投资》、《房地产项目策划》、《房地产营销》、《城市规划原理》、《工程概预算》、《房地产项目管理》。,房地产项目策划专员/助理，事业单位人员，房地产项目开发报建，房地产评估，房地产销售/置业顾问,https://p.qianwen.com/major/tab?app=index&collegesTab=allColleges&webCompassApp=true&q=%E6%88%BF%E5%9C%B0%E4%BA%A7%E5%BC%80%E5%8F%91%E4%B8%8E%E7%AE%A1%E7%90%86%E4%B8%93%E4%B8%9A&entry=gaokao_channel&device=pc
保密管理,120106TK,管理学,管理科学与工程类,四年,管理学学士,534802,5600,西南地区,,,物理 / 物理+化学,保密管理为教育部特殊专业、国家控制布点专业，主要研究信息科学、管理科学、法律科学、信息安全与保密等方面的基本知识和技能，涉及保密法律法规、保密防护和检查技术、保密工作管理等多个领域，在国家保密部门、国家行政机关、军工企事业单位等进行保密技术开发、保密组织管理、信息安全与保密等。 关键词：保密 信息安全 密码 国防。,《数据库原理》、《计算机网络》、《现代密码学》、《信息系统安全》、《网络安全》、《信息管理学》、《公共经济学》、《档案管理学》、《保密法学》、《保密技术》。,政府、事业类单位：保密理论研究、保密技术开发、保密组织管理、保密法规制定、保密教学培训。,https://p.qianwen.com/major/tab?app=index&collegesTab=allColleges&webCompassApp=true&q=%E4%BF%9D%E5%AF%86%E7%AE%A1%E7%90%86%E4%B8%93%E4%B8%9A&entry=gaokao_channel&device=pc
大数据管理与应用,120108T,管理学,管理科学与工程类,四年,管理学学士,449442,,,,,物理 / 物理+化学 / 物理+思政,以互联网+和大数据时代为背景，主要研究大数据分析理论和方法在经济管理中的应用以及大数据管理与治理方法。例如：商务数据分析、商务智能、电子健康、大数据金融、数据挖掘、大数据管理与治理等。 关键词：航空航天、互联网、金融、通信。,《数学分析》《高等代数》《普通物理数学与信息科学概论》《数据结构》《数据科学导论》《程序设计导论》《程序设计实践》《离散数学》《概率与统计》《算法分析与设计》《数据计算智能数据库系统概论》《计算机系统基础》《并行体系结构与编程》《非结构化大数据分析》《数据科学算法导论》《经济管理理论》等。,企事业单位：大数据系统架构师、Java大数据分布式程序开发师、大数据平台运维师、数据可视化、大数据挖掘师等。,https://p.qianwen.com/major/tab?app=index&collegesTab=allColleges&webCompassApp=true&q=%E5%A4%A7%E6%95%B0%E6%8D%AE%E7%AE%A1%E7%90%86%E4%B8%8E%E5%BA%94%E7%94%A8%E4%B8%93%E4%B8%9A&entry=gaokao_channel&device=pc
工程审计,120109T,管理学,管理科学与工程类,四年,管理学学士,132369,,,,,物理,工程审计是专业审计人员通过行使独立审计职权，检查工程建设各基建环节的管理是否合规合法、建设成本的真实性和相关规定的贯彻执行情况等，通过检查，纠正工程管理中存在的不规范行为。例如：企业会计手工和微机操作基本技能、审计技能，有一定财会、审计理论水平和较强的动手能力的高级岗位技术人才 。 关键词：工商管理、经济学、会计、审计 。,《经济学》《管理学》《会计学》《审计学》《运筹学》《应用统计学》《财务管理》 《经济法》《工程制图与识图》《土木工程概论》《工程力学》《工程结构》《工程经济学》《工程估价》《工程项目管理》《工程项目融资》《合同管理》《建设单位会计》《建设与审计法规》《建设项目审计》等 。,政府部门：政府审计机关审计员、国资委资产管理员。 企事业单位：工程审计专员、审计监督员、造价咨询员等。,https://p.qianwen.com/major/tab?app=index&collegesTab=allColleges&webCompassApp=true&q=%E5%B7%A5%E7%A8%8B%E5%AE%A1%E8%AE%A1%E4%B8%93%E4%B8%9A&entry=gaokao_channel&device=pc
计算金融,120110T,管理学,管理科学与工程类,四年,管理学学士,125180,,,,,物理,专业与大数据及互联网+的背景紧密结合，主要研究方向包括数据分析、数据挖掘理论与方法、商务智能、电子健康、信息系统开发与管理、基于信息技术的业务流程优化等。例如：信息管理员、数据分析师、业务流程优化员、商务智能决策和互联网智能化管理。 关键词：互联网、通信、数据分析 。,《经济管理理论》《数理基础和计算机基础》《金融量化分析》《数据库和数据分析方法》《计算机理论》《大数据技术》《数学和统计学理论》等 。,企事业单位：投资银行业务、证券经理、投资项目经理、风险管控员、证券经纪人等。,https://p.qianwen.com/major/tab?app=index&collegesTab=allColleges&webCompassApp=true&q=%E8%AE%A1%E7%AE%97%E9%87%91%E8%9E%8D%E4%B8%93%E4%B8%9A&entry=gaokao_channel&device=pc
应急管理,120111T,管理学,管理科学与工程类,四年,管理学学士,108645,,,,,,培养具有高度社会责任感及敬业精神、过硬的政治素质和良好的道德修养，学习并掌握应急管理方向理论基础及相关知识，能够在国家机关、企事业单位和社会团体从事应急法律法规、政策制定与分析、应急指挥与决策、应急资源管理、应急救援等方面的专门人才。,《管理学》《应急基础设施规划建设与管理》《灾害经济学》《人力资源管理》《突发事件应对法》《心理学》《应急管理法律法规》《应急资源管理》《决策学》《风险评估与管理》《事故与灾难应急管理》《应急工程管理与方法》等。,暂无简介。,https://p.qianwen.com/major/tab?app=index&collegesTab=allColleges&webCompassApp=true&q=%E5%BA%94%E6%80%A5%E7%AE%A1%E7%90%86%E4%B8%93%E4%B8%9A&entry=gaokao_channel&device=pc
邮政管理,120107T,管理学,管理科学与工程类,四年,管理学学士,76121,,,,,物理,培养管理科学与计算机科学在物流领域的学科融合，以运用经济金融知识与智能信息技术建设智慧供应链协同平台及管理运营系统为目标，在一带一路和快递电商交叉融合背景下，培养“互联网+”和智能制造时代具有国际化视野的高端复合型管理人才和复合型能力。例如：数据分析能力在电子商务与智能制造产业的应用与创新，具备分析和解决行业运行与发展中各类问题的能力 关键词 物流 电商 互联网+ 。,《管理科学与工程》《计算机科学与技术》《信息技术》等 。,可在各类电商及互联网公司、物流企事业单位、咨询机构和科研院所等从事运营管理和数据分析等工作。,https://p.qianwen.com/major/tab?app=index&collegesTab=allColleges&webCompassApp=true&q=%E9%82%AE%E6%94%BF%E7%AE%A1%E7%90%86%E4%B8%93%E4%B8%9A&entry=gaokao_channel&device=pc
行政管理,120402,管理学,公共管理类,四年,管理学学士,823431,5800,北京市,行政/后勤/文秘,房地产,历史 / 思政 / 思政+历史,本专业立足公共管理学科，培养具有行政学、管理学、经济学、法学、传播学等方面的基本理论及相应专业知识，具有一定的理论研究素养和实际工作能力，能在党和国家机关、企事业单位、社会团体和媒体管理部门从事政策咨询和分析、组织人事管理、机关管理和文秘等行政管理工作的专门人才。学生主要学习行政学、政治学、管理学、法学等方面的基本理论和基本知识，受到行政学理论研究、公共政策分析、社会调查与统计、外语、公文写作和办公自动化等方面的基本训练，具备行政管理的基本能力及科研的初步能力。,《市政学》、《管理学原著》、《行政秘书与公文写作》、《公共组织行为学》、《城市管理学》、《电子政务与办公自动化》、《社会调查统计分析》、《行政法与行政诉讼》、《社会保障制度》、《公共行政原理》 部分高校按以下专业方向培养：公务员、电子政务、警察管理、行政文秘、金融事务助理、人力资源管理、涉外行政管理、涉外经济事务管理、公共文化服务与管理、公共政策与政府治理。,公务员(中央国家机关)，公务员(省级机关)，公务员(地市级机关)，公务员(区县级及以下机关)，事业单位人员，行政专员/助理，警察，人力资源专员/助理，助理/秘书/文员，考研，银行会计/柜员,https://p.qianwen.com/major/tab?app=index&collegesTab=allColleges&webCompassApp=true&q=%E8%A1%8C%E6%94%BF%E7%AE%A1%E7%90%86%E4%B8%93%E4%B8%9A&entry=gaokao_channel&device=pc
